page_path,total_views,total_users,avg_engagement_time_sec,total_events,total_sessions,new_users_count,article_title,writer_name,category_main,category_sub,publishing_datetime,likes_count,comments_count,new_user_ratio_str,bounce_rate_str,scroll_90_count
/news/view/1065580738439267,187,157,23.27388535,648,164,141,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,조용수,라이프,제철,2025-11-19 17:53,114,19,89.80%,0.00%,100
/news/view/1065575677506844,187,161,24.73291925,681,173,160,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,안정미,라이프,제철,2025-11-28 5:53,27,19,99.40%,0.00%,113
/news/view/1065586371857350,187,152,21.34210526,632,148,140,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,오요리,건강,식자재,2025-11-30 1:53,50,9,92.10%,0.00%,100
/news/view/1065597583462071,186,157,14.55414013,646,160,141,[이슈] 2025 식품 외식 산업 전망 '푸드테크',조용수,이슈,트렌드,2025-12-07 16:53,120,7,89.80%,0.00%,87
/news/view/1065579591975843,186,143,22.29370629,618,138,124,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",김철호,호텔,프로모션,2025-11-23 4:53,108,24,86.70%,0.00%,123
/news/view/1065592592360004,186,151,53.37748344,637,157,114,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,안정미,건강,식자재,2025-11-14 17:53,111,0,75.50%,0.00%,78
/news/view/1065599229900992,186,176,12.60795455,712,177,171,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-11-29 16:53,54,5,97.20%,0.00%,95
/news/view/1065584895702878,186,159,16.51572327,646,151,134,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-11-25 23:53,126,17,84.30%,0.00%,91
/news/view/1065615891552341,186,161,36.04968944,608,162,145,[맛집탐방] 줄 서는 성수동 베이글 맛집,이정호,맛집,핫플,2025-11-28 5:53,75,20,90.10%,0.00%,101
/news/view/1065578830543140,186,158,17.58860759,655,153,147,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-11-22 23:53,73,1,93.00%,0.00%,97
/news/view/1065593949937461,185,160,51.8625,600,128,112,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-11-19 7:53,101,22,70.00%,0.00%,120
/news/view/1065592752156439,185,122,17.29508197,489,129,79,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이정호,이슈,트렌드,2025-12-02 10:53,119,8,64.80%,0.00%,105
/news/view/1065579710523462,185,95,59.57894737,535,92,79,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,조용수,인터뷰,스타,2025-12-04 19:53,94,19,83.20%,0.00%,82
/news/view/1065596154957362,184,114,9.578947368,561,117,112,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-11-11 18:53,35,4,98.20%,0.00%,118
/news/view/1065578365944417,184,174,17.73563218,706,171,171,[이슈] 2025 식품 외식 산업 전망 '푸드테크',오요리,이슈,트렌드,2025-12-08 2:53,148,13,98.30%,0.00%,85
/news/view/1065599162063430,184,175,13.14857143,724,176,173,[맛집탐방] 줄 서는 성수동 베이글 맛집,오요리,맛집,핫플,2025-11-27 17:53,138,2,98.90%,0.00%,125
/news/view/1065572823790331,183,156,30.67948718,626,148,126,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",안정미,Chef,인터뷰,2025-12-06 13:53,27,28,80.80%,0.00%,124
/news/view/1065595823520255,183,160,21.86875,663,167,143,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,조용수,건강,식자재,2025-12-02 1:53,83,20,89.40%,0.00%,80
/news/view/1065600844747877,183,172,20.94767442,669,174,134,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",조용수,호텔,프로모션,2025-12-04 3:53,42,19,77.90%,0.00%,109
/news/view/1065606593804861,183,165,38.61818182,660,161,140,[맛집탐방] 줄 서는 성수동 베이글 맛집,이경엽,맛집,핫플,2025-11-17 5:53,112,13,84.80%,0.00%,102
/news/view/1065577177738094,183,160,20.63125,660,161,157,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",조용수,Chef,인터뷰,2025-11-27 21:53,123,29,98.10%,0.00%,80
/news/view/1065624111379098,183,124,25.62903226,558,109,101,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,오요리,이슈,산업,2025-11-14 17:53,46,13,81.50%,0.00%,102
/news/view/1065575157170011,183,176,6.227272727,692,176,174,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이정호,건강,식자재,2025-11-21 10:53,115,1,98.90%,0.00%,74
/news/view/1065551947181119,183,156,52.59615385,623,164,92,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이경엽,인터뷰,스타,2025-12-01 2:53,70,11,59.00%,0.00%,125
/news/view/1065607890021252,183,169,21.61538462,680,167,161,[맛집탐방] 줄 서는 성수동 베이글 맛집,이정호,맛집,핫플,2025-11-26 16:53,30,9,95.30%,0.00%,94
/news/view/1065562302356433,182,176,20.75568182,701,179,171,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이정호,건강,식자재,2025-11-29 6:53,73,8,97.20%,0.00%,87
/news/view/1065578761894614,182,80,46.4625,488,86,69,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이경엽,건강,식자재,2025-12-06 1:53,97,7,86.20%,0.00%,80
/news/view/1065583054860106,182,148,24.31081081,639,161,140,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-11-11 13:53,88,17,94.60%,0.00%,94
/news/view/1065594355028329,182,170,12.49411765,653,167,153,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-12-09 8:53,57,5,90.00%,0.00%,91
/news/view/1065610887829885,182,164,20.13414634,653,163,148,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-12-04 6:53,17,18,90.20%,0.00%,103
/news/view/1065570330672448,182,151,29.57615894,654,157,144,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",김철호,Chef,인터뷰,2025-11-23 13:53,17,1,95.40%,0.00%,112
/news/view/1065591366676578,181,170,17.68235294,656,162,150,[맛집탐방] 줄 서는 성수동 베이글 맛집,이경엽,맛집,핫플,2025-11-22 4:53,42,18,88.20%,0.00%,82
/news/view/1065576516709691,181,161,36.44099379,689,164,156,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-11-12 19:53,79,10,96.90%,0.00%,126
/news/view/1065612375730076,181,157,13.75159236,599,151,122,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-11-13 23:53,36,7,77.70%,0.00%,94
/news/view/1065567624594833,181,146,66.10958904,579,125,106,[이슈] 2025 식품 외식 산업 전망 '푸드테크',조용수,이슈,트렌드,2025-12-06 23:53,44,15,72.60%,0.00%,78
/news/view/1065605699470078,180,162,29.54320988,657,166,152,"파르나스 호텔 제주, 겨울 미식 프로모션",조용수,호텔,이벤트,2025-11-19 1:53,49,23,93.80%,0.00%,92
/news/view/1065589391642545,180,160,28.78125,649,167,150,"코트야드 메리어트 세종, 페스티브 시즌 운영",조용수,호텔,시즌,2025-11-24 5:53,31,17,93.80%,0.00%,101
/news/view/1065607475208203,180,148,23.64189189,602,146,111,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-11-19 5:53,143,16,75.00%,0.00%,81
/news/view/1065576903411783,180,154,17.61038961,642,156,144,"파르나스 호텔 제주, 겨울 미식 프로모션",이경엽,호텔,이벤트,2025-11-14 16:53,128,11,93.50%,0.00%,96
/news/view/1065603519223739,179,170,9.623529412,671,169,162,[이슈] 2025 식품 외식 산업 전망 '푸드테크',조용수,이슈,트렌드,2025-11-21 5:53,73,11,95.30%,0.00%,106
/news/view/1065618187551397,179,137,37.59854015,610,138,118,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,이경엽,이슈,산업,2025-12-04 10:53,16,27,86.10%,0.00%,87
/news/view/1065611052422433,178,130,20.97692308,566,145,115,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,김철호,인터뷰,스타,2025-11-25 17:53,78,28,88.50%,0.00%,74
/news/view/1065594141988263,178,142,36.18309859,628,144,133,"코트야드 메리어트 세종, 페스티브 시즌 운영",조용수,호텔,시즌,2025-11-29 1:53,101,18,93.70%,0.00%,76
/news/view/1065603515405519,178,152,37.45394737,617,149,140,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,조용수,라이프,제철,2025-11-25 1:53,134,7,92.10%,0.00%,116
/news/view/1065566960758208,178,140,51.55,606,135,131,"코트야드 메리어트 세종, 페스티브 시즌 운영",안정미,호텔,시즌,2025-12-06 22:53,42,26,93.60%,0.00%,86
/news/view/1065621991617573,178,80,12.5625,368,89,49,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-11-30 19:53,122,16,61.30%,0.00%,73
/news/view/1065592031498783,178,163,25.65030675,675,163,160,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,조용수,건강,식자재,2025-11-25 17:53,16,10,98.20%,0.00%,102
/news/view/1065603796970905,177,72,61.56944444,394,68,31,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,조용수,라이프,제철,2025-11-30 0:53,105,18,43.10%,0.00%,71
/news/view/1065595341518967,177,161,10.04968944,664,165,160,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,오요리,이슈,산업,2025-11-20 10:53,84,18,99.40%,0.00%,74
/news/view/1065573527682315,176,169,17.3964497,676,169,168,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,오요리,인터뷰,스타,2025-11-19 2:53,65,6,99.40%,0.00%,107
/news/view/1065607729705404,175,135,23.54074074,573,145,126,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이정호,Chef,인터뷰,2025-11-27 3:53,55,2,93.30%,0.00%,71
/news/view/1065614031448255,175,150,22.26,580,122,115,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",안정미,Chef,인터뷰,2025-12-02 21:53,28,8,76.70%,0.00%,105
/news/view/1065602214513603,175,134,28.73134328,600,152,127,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,안정미,건강,식자재,2025-11-10 19:53,125,16,94.80%,0.00%,95
/news/view/1065608947083090,174,149,70.85234899,619,157,146,[맛집탐방] 줄 서는 성수동 베이글 맛집,이경엽,맛집,핫플,2025-12-09 7:53,88,11,98.00%,0.00%,109
/news/view/1065598823937230,174,140,38.2,619,153,137,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,김철호,이슈,산업,2025-12-02 16:53,36,20,97.90%,0.00%,78
/news/view/1065583960958945,173,141,15.65248227,617,155,138,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",김철호,Chef,인터뷰,2025-12-05 2:53,46,26,97.90%,0.00%,82
/news/view/1065562312063908,173,97,41.09278351,492,104,70,"코트야드 메리어트 세종, 페스티브 시즌 운영",이경엽,호텔,시즌,2025-11-22 4:53,25,23,72.20%,0.00%,80
/news/view/1065567294102589,172,148,34.22297297,627,158,147,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",오요리,호텔,프로모션,2025-11-26 18:53,114,0,99.30%,0.00%,107
/news/view/1065583524918995,172,128,37.09375,552,132,114,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이경엽,Chef,인터뷰,2025-11-20 2:53,11,25,89.10%,0.00%,99
/news/view/1065583196671777,172,161,14.54037267,640,165,156,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",오요리,Chef,인터뷰,2025-12-04 5:53,131,23,96.90%,0.00%,106
/news/view/1065570178679843,172,156,15.03205128,638,154,140,"파르나스 호텔 제주, 겨울 미식 프로모션",조용수,호텔,이벤트,2025-12-01 9:53,86,17,89.70%,0.00%,78
/news/view/1065576091418539,172,167,32.48502994,671,168,167,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이정호,Chef,인터뷰,2025-11-19 23:53,54,12,100.00%,0.00%,80
/news/view/1065621919977073,172,145,17.13793103,567,129,121,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-11-24 12:53,13,11,83.40%,0.00%,96
/news/view/1065553189861000,172,151,36.97350993,628,150,148,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이경엽,인터뷰,스타,2025-12-04 17:53,121,3,98.00%,0.00%,75
/news/view/1065572186002010,172,154,18.29220779,645,157,147,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이정호,이슈,트렌드,2025-11-20 20:53,67,8,95.50%,0.00%,80
/news/view/1065568092117677,171,155,8.174193548,610,155,140,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,김철호,라이프,제철,2025-11-22 4:53,149,23,90.30%,0.00%,85
/news/view/1065617584611357,171,143,21.84615385,592,146,127,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,김철호,건강,식자재,2025-11-11 2:53,83,29,88.80%,0.00%,92
/news/view/1065581987524691,171,146,27.53424658,647,153,143,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이경엽,인터뷰,스타,2025-11-28 9:53,143,4,97.90%,0.00%,111
/news/view/1065601601039793,171,153,27.77777778,630,154,135,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이경엽,건강,식자재,2025-11-13 14:53,105,22,88.20%,0.00%,112
/news/view/1065613576799572,171,146,20.67123288,616,152,124,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,안정미,건강,식자재,2025-11-17 14:53,90,28,84.90%,0.00%,107
/news/view/1065586828386141,171,143,22.48951049,574,148,133,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이경엽,건강,식자재,2025-12-01 22:53,30,16,93.00%,0.00%,119
/news/view/1065586432053575,170,155,14.81290323,626,157,150,[이슈] 2025 식품 외식 산업 전망 '푸드테크',김철호,이슈,트렌드,2025-11-30 2:53,58,14,96.80%,0.00%,115
/news/view/1065578799906351,170,137,17.42335766,543,135,122,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",오요리,Chef,인터뷰,2025-11-25 1:53,62,14,89.10%,0.00%,78
/news/view/1065583291456679,170,146,40.10958904,590,147,132,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,안정미,라이프,제철,2025-11-27 12:53,27,24,90.40%,0.00%,70
/news/view/1065602889379454,169,138,39.86956522,598,146,129,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이경엽,이슈,트렌드,2025-11-23 18:53,86,24,93.50%,0.00%,102
/news/view/1065604757542209,169,83,59.04819277,484,87,74,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,오요리,인터뷰,스타,2025-11-20 10:53,145,27,89.20%,0.00%,68
/news/view/1065604822314227,169,127,19.19685039,560,134,114,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이정호,건강,식자재,2025-12-06 6:53,110,11,89.80%,0.00%,116
/news/view/1065600594004709,169,152,12.94736842,605,153,140,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,조용수,인터뷰,스타,2025-12-04 8:53,24,25,92.10%,0.00%,82
/news/view/1065619739512709,168,141,22.39007092,577,142,128,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이경엽,Chef,인터뷰,2025-11-16 10:53,69,13,90.80%,0.00%,81
/news/view/1065582251103515,168,148,13.87837838,603,147,139,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",조용수,Chef,인터뷰,2025-12-09 6:53,64,22,93.90%,0.00%,117
/news/view/1065587645405390,168,154,67.01948052,629,154,148,[이슈] 2025 식품 외식 산업 전망 '푸드테크',조용수,이슈,트렌드,2025-11-11 1:53,91,0,96.10%,0.00%,76
/news/view/1065558096169594,168,141,31.35460993,569,147,128,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,이경엽,이슈,산업,2025-11-25 3:53,109,3,90.80%,0.00%,111
/news/view/1065601292736484,167,136,11.41911765,584,146,134,"파르나스 호텔 제주, 겨울 미식 프로모션",안정미,호텔,이벤트,2025-11-18 7:53,140,1,98.50%,0.00%,66
/news/view/1065586857124126,167,135,10.47407407,555,144,123,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,이경엽,이슈,산업,2025-11-21 13:53,139,8,91.10%,0.00%,90
/news/view/1065578207468890,167,131,32.2519084,580,141,128,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이정호,이슈,트렌드,2025-12-07 7:53,112,9,97.70%,0.00%,76
/news/view/1065590128572273,166,138,32.05072464,579,134,122,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",김철호,호텔,프로모션,2025-11-18 13:53,112,7,88.40%,0.00%,75
/news/view/1065604843442475,166,145,13.23448276,582,139,126,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",조용수,Chef,인터뷰,2025-11-17 16:53,149,20,86.90%,0.00%,72
/news/view/1065584082438741,166,145,28.04827586,568,140,114,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,오요리,라이프,제철,2025-12-07 2:53,117,10,78.60%,0.00%,112
/news/view/1065579280920976,166,155,19.72903226,617,156,153,[맛집탐방] 줄 서는 성수동 베이글 맛집,조용수,맛집,핫플,2025-11-23 5:53,73,18,98.70%,0.00%,80
/news/view/1065597275968590,165,108,20.50925926,463,113,93,"파르나스 호텔 제주, 겨울 미식 프로모션",안정미,호텔,이벤트,2025-11-11 2:53,90,18,86.10%,0.00%,111
/news/view/1065577757201526,165,133,25.69924812,554,136,123,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-12-05 13:53,120,19,92.50%,0.00%,99
/news/view/1065605700500213,165,152,13.05263158,614,153,150,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-12-04 19:53,149,28,98.70%,0.00%,94
/news/view/1065572991230067,165,143,23.39160839,596,145,141,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이정호,건강,식자재,2025-12-03 21:53,99,27,98.60%,0.00%,82
/news/view/1065570479681075,165,145,31.68275862,604,149,142,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-11-23 7:53,42,23,97.90%,0.00%,108
/news/view/1065568851862517,165,112,47.41071429,502,111,97,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,조용수,라이프,제철,2025-11-26 22:53,57,25,86.60%,0.00%,72
/news/view/1065605275852407,164,115,38.72173913,501,108,94,[이슈] 2025 식품 외식 산업 전망 '푸드테크',조용수,이슈,트렌드,2025-11-29 19:53,10,0,81.70%,0.00%,104
/news/view/1065571222559494,164,105,48.66666667,506,111,84,"코트야드 메리어트 세종, 페스티브 시즌 운영",안정미,호텔,시즌,2025-11-19 20:53,108,22,80.00%,0.00%,94
/news/view/1065593852896853,164,152,15.04605263,612,156,145,"파르나스 호텔 제주, 겨울 미식 프로모션",안정미,호텔,이벤트,2025-12-04 7:53,106,26,95.40%,0.00%,85
/news/view/1065595057892276,163,119,54.39495798,565,132,118,"파르나스 호텔 제주, 겨울 미식 프로모션",이정호,호텔,이벤트,2025-12-05 23:53,141,9,99.20%,0.00%,89
/news/view/1065570128295849,162,143,16.23076923,598,150,143,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",안정미,Chef,인터뷰,2025-11-23 20:53,57,21,100.00%,0.00%,100
/news/view/1065590622738378,162,149,25.51677852,560,136,132,[맛집탐방] 줄 서는 성수동 베이글 맛집,이정호,맛집,핫플,2025-11-25 11:53,128,21,88.60%,0.00%,64
/news/view/1065574680807995,162,121,51.16528926,553,121,117,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-11-17 2:53,31,9,96.70%,0.00%,100
/news/view/1065607253860168,162,152,22.67763158,617,154,152,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",김철호,Chef,인터뷰,2025-12-02 18:53,83,28,100.00%,0.00%,103
/news/view/1065572037123186,162,125,47.936,562,134,121,"코트야드 메리어트 세종, 페스티브 시즌 운영",김철호,호텔,시즌,2025-11-17 14:53,89,29,96.80%,0.00%,111
/news/view/1065602950829563,162,142,23.0915493,583,138,128,"파르나스 호텔 제주, 겨울 미식 프로모션",안정미,호텔,이벤트,2025-11-14 7:53,89,22,90.10%,0.00%,79
/news/view/1065573211875171,162,140,16.89285714,554,132,128,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,오요리,이슈,산업,2025-11-14 22:53,43,5,91.40%,0.00%,100
/news/view/1065568358773036,161,136,120.3970588,550,142,99,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-12-01 7:53,95,21,72.80%,0.00%,86
/news/view/1065556099843637,161,135,98.88148148,544,132,102,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,안정미,건강,식자재,2025-12-08 18:53,80,19,75.60%,0.00%,95
/news/view/1065597343655136,161,142,18.8943662,594,141,134,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",오요리,호텔,프로모션,2025-11-18 6:53,108,2,94.40%,0.00%,99
/news/view/1065577221260540,161,152,21.34210526,605,154,150,"코트야드 메리어트 세종, 페스티브 시즌 운영",이정호,호텔,시즌,2025-11-22 13:53,52,4,98.70%,0.00%,107
/news/view/1065573785929544,161,106,68.71698113,538,119,101,[맛집탐방] 줄 서는 성수동 베이글 맛집,오요리,맛집,핫플,2025-11-23 17:53,98,9,95.30%,0.00%,75
/news/view/1065573741680596,161,135,21.85185185,578,138,129,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",오요리,호텔,프로모션,2025-11-28 5:53,12,2,95.60%,0.00%,64
/news/view/1065573101085439,161,150,16.82,556,148,141,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이경엽,인터뷰,스타,2025-12-01 9:53,95,25,94.00%,0.00%,64
/news/view/1065576410351409,161,148,11.15540541,514,146,142,"코트야드 메리어트 세종, 페스티브 시즌 운영",김철호,호텔,시즌,2025-11-25 11:53,31,28,95.90%,0.00%,108
/news/view/1065593208211253,161,92,40.83695652,511,115,81,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-11-13 5:53,66,22,88.00%,0.00%,107
/news/view/1065578578534641,161,132,22.81060606,552,133,120,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",김철호,Chef,인터뷰,2025-11-21 3:53,109,21,90.90%,0.00%,65
/news/view/1065603753933486,161,152,20.42105263,620,156,151,"[호텔뉴스] 앰배서더 서울 풀만, '딸기 애프터눈 티'",이경엽,호텔,프로모션,2025-11-23 11:53,39,22,99.30%,0.00%,100
/news/view/1065546289940643,161,141,29.20567376,602,147,140,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,김철호,인터뷰,스타,2025-12-02 14:53,117,26,99.30%,0.00%,65
/news/view/1065594248638036,160,97,84.29896907,467,107,74,[이슈] 2025 식품 외식 산업 전망 '푸드테크',이정호,이슈,트렌드,2025-12-07 19:53,91,16,76.30%,0.00%,99
/news/view/1065579226090766,160,136,16.58088235,562,140,126,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이정호,인터뷰,스타,2025-12-01 18:53,76,18,92.60%,0.00%,103
/news/view/1065567129259425,160,155,9.212903226,553,155,154,[맛집탐방] 줄 서는 성수동 베이글 맛집,안정미,맛집,핫플,2025-11-12 12:53,118,12,99.40%,0.00%,109
/news/view/1065612728698033,160,145,18.48965517,614,151,144,"파르나스 호텔 제주, 겨울 미식 프로모션",오요리,호텔,이벤트,2025-12-08 8:53,111,1,99.30%,0.00%,67
/news/view/1065620825291314,160,134,29.95522388,540,142,127,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,오요리,이슈,산업,2025-11-30 16:53,87,6,94.80%,0.00%,83
/news/view/1065591577908981,159,148,23.52027027,598,149,147,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,이경엽,라이프,제철,2025-11-12 2:53,48,3,99.30%,0.00%,108
/news/view/1065597217582622,159,145,20.23448276,584,146,143,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-12-04 4:53,18,6,98.60%,0.00%,84
/news/view/1065601566703059,159,122,20.95901639,539,126,112,[맛집탐방] 줄 서는 성수동 베이글 맛집,오요리,맛집,핫플,2025-11-25 23:53,63,15,91.80%,0.00%,71
/news/view/1065575573087025,158,145,10.9862069,530,129,121,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이정호,인터뷰,스타,2025-11-28 0:53,119,22,83.40%,0.00%,100
/news/view/1065567083337075,158,129,28.31782946,515,123,100,"파르나스 호텔 제주, 겨울 미식 프로모션",이정호,호텔,이벤트,2025-11-17 11:53,49,21,77.50%,0.00%,78
/news/view/1065540805255728,158,138,29.34057971,564,139,131,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,조용수,이슈,산업,2025-11-17 13:53,93,4,94.90%,0.00%,75
/news/view/1065589401789069,158,134,34.55970149,590,135,131,"코트야드 메리어트 세종, 페스티브 시즌 운영",김철호,호텔,시즌,2025-12-07 19:53,138,26,97.80%,0.00%,88
/news/view/1065571763702353,158,151,28.8013245,609,148,148,[맛집탐방] 줄 서는 성수동 베이글 맛집,이정호,맛집,핫플,2025-12-07 17:53,69,27,98.00%,0.00%,89
/news/view/1065570765727522,158,147,11.91156463,585,147,145,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",이정호,Chef,인터뷰,2025-12-08 13:53,10,12,98.60%,0.00%,73
/news/view/1065618341704182,158,123,26.18699187,579,129,121,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,안정미,인터뷰,스타,2025-12-08 4:53,141,4,98.40%,0.00%,92
/news/view/1065582320885687,157,135,22.02222222,564,132,119,[식생활 건강] 작지만 강한 채소 '쪽파'의 효능,이정호,건강,식자재,2025-11-21 3:53,63,9,88.10%,0.00%,77
/news/view/1065574171681065,157,148,12.54054054,590,149,142,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-11-17 23:53,125,10,95.90%,0.00%,103
/news/view/1065571121942826,157,146,11.54109589,584,148,142,"코트야드 메리어트 세종, 페스티브 시즌 운영",안정미,호텔,시즌,2025-12-04 6:53,62,15,97.30%,0.00%,88
/news/view/1065624033139444,157,146,9.308219178,571,145,138,뉴욕 셰프들 K-푸드 배우러 샘표 연구소 찾다,오요리,이슈,산업,2025-12-06 19:53,116,5,94.50%,0.00%,108
/news/view/1065577408254184,156,141,12.86524823,590,142,138,[인터뷰] 미슐랭 2스타 셰프가 말하는 한식,이정호,인터뷰,스타,2025-11-15 7:53,59,8,97.90%,0.00%,97
/news/view/1065589556252199,156,139,13.04316547,566,141,135,[이슈] 2025 식품 외식 산업 전망 '푸드테크',안정미,이슈,트렌드,2025-11-21 2:53,11,6,97.10%,0.00%,101
/news/view/1065572084039984,156,110,60.95454545,484,121,88,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",안정미,Chef,인터뷰,2025-11-23 5:53,104,16,80.00%,0.00%,96
/news/view/1065574490185550,156,146,19.06849315,593,150,146,"[해외 셰프] 비니 치미노, '모던 할머니'의 손맛",김철호,Chef,인터뷰,2025-12-07 12:53,45,19,100.00%,0.00%,63
/news/view/1065595559347497,156,114,35.78070175,474,104,94,"코트야드 메리어트 세종, 페스티브 시즌 운영",오요리,호텔,시즌,2025-11-20 17:53,83,28,82.50%,0.00%,66
/news/view/1065571407702088,156,145,32.91034483,551,126,122,[Cook&Life] 과메기의 효능과 맛있게 먹는 법,이정호,라이프,제철,2025-12-06 4:53,122,21,84.10%,0.00%,75
